tableName;columnName;columnSequence
E13IMMO93N;materiauxUtilise;7246
E13IMMO93N;natureMaterielRoulant;8340
E13IMMO93N;nbreAnneeAmortissement;8053
E13IMMO93N;nbreEtage;7749
E13IMMO93N;nomDuBatiment;9574
E13IMMO93N;numChassis;9120
E13IMMO93N;numOrdreCh;6687
E13IMMO93N;paysID;5441
E13IMMO93N;prixAcquisitionImmo;7237
E13IMMO93N;puissanceMaterielRoullant;9903
E13IMMO93N;pvReceptionID;8494
E13IMMO93N;refMercuriale;5859
E13IMMO93N;regionID;5035
E13IMMO93N;rue;7393
E13IMMO93N;superficieBatiment;9112
E13IMMO93N;superficieTerrain;7757
E13IMMO93N;typeImmobilisationID;7041
E13IMMO93N;typeMaterielRoulant;5296
E13IMMO93N;typeOperationImmo;7978
E13IMMO93N;userMaj;5611
E13IMMO93N;villageID;5880
E13IMMO93N;zoneUrbanisme;8298
E14CACA22D;caisseAvClotureAccordId;7548
E14CACA22D;caisseAvId;6269
E14CACA22D;dateAccord;8467
E14CACA22D;numCaisse;6245
E14CACA22D;siAccord;9219
E14CACA22D;userAccord;8193
E14OBRE11E;acId;6937
E14OBRE11E;ajustementAE;5460
E14OBRE11E;ajustementCP;5744
E14OBRE11E;arCode;9374
E14OBRE11E;atId;5161
E14OBRE11E;chCode;9650
E14OBRE11E;dateApplication;7315
E14OBRE11E;dateMaj;7232
E14OBRE11E;description;9133
E14OBRE11E;exclureABS;6138
E14OBRE11E;exclureDelegue;5305
E14OBRE11E;exMillesime;9285
E14OBRE11E;forcerApplication;6698
E14OBRE11E;isPrelevement;9872
E14OBRE11E;isPrelevementGroupe;7780
E14OBRE11E;neCode;6247
E14OBRE11E;ordonnanceId;8057
E14OBRE11E;pgId;9205
E14OBRE11E;pourcentAE;5233
E14OBRE11E;pourcentCP;5250
E14OBRE11E;regleId;6469
E14OBRE11E;taId;5514
E14OBRE11E;userMaj;6813
E14OPPI87S;dateMaj;7952
E14OPPI87S;pieceId;5940
E14OPPI87S;reference;5295
E14OPPI87S;titre;7086
E14OPPI87S;userMaj;8369
E14VIET58T;code;9511
E14VIET58T;dateMaj;5232
E14VIET58T;etatID;9235
E14VIET58T;libelleFR;9826
E14VIET58T;libelleUS;5495
E14VIET58T;userMaj;9533
E15ANBC31A;acId;9120
E15ANBC31A;acteJuridiqueId;8621
E15ANBC31A;annulationDefinitive;9565
E15ANBC31A;arCode;5837
E15ANBC31A;atId;6037
E15ANBC31A;bcaEnteteId;8128
E15ANBC31A;bcaId;7483
E15ANBC31A;chCode;5465
E15ANBC31A;contribuableId;6720
E15ANBC31A;dateAnnulation;7799
E15ANBC31A;dateDeSignature;8229
E15ANBC31A;dateMAJ;7048
E15ANBC31A;dateRejet;5308
E15ANBC31A;dateValidation;7004
E15ANBC31A;delaiDeLivraison;5730
E15ANBC31A;exMillesime;7351
E15ANBC31A;lieuDeSignature;8207
E15ANBC31A;ligneId;6419
E15ANBC31A;ligneIdActeJuridique;9401
E15ANBC31A;matriculeOrdonnateur;5827
E15ANBC31A;matriculeValidation;6994
E15ANBC31A;montantHT;5552
E15ANBC31A;montantIR;9965
E15ANBC31A;montantNAP;5371
E15ANBC31A;montantTSR;7013
E15ANBC31A;montantTTC;9130
E15ANBC31A;montantTVA;8492
E15ANBC31A;motif;5279
E15ANBC31A;motifRejet;6498
E15ANBC31A;neCode;5469
E15ANBC31A;numBonCommande;6242
E15ANBC31A;numCertificat;6181
E15ANBC31A;numContribuable;7217
E15ANBC31A;numDossier;9278
E15ANBC31A;numFicheBesoin;7355
E15ANBC31A;numImputation;5462
E15ANBC31A;numOrdre;6410
E15ANBC31A;numRIB;6140
E15ANBC31A;objet;7097
E15ANBC31A;paExecutionId;7353
E15ANBC31A;pgId;8458
E15ANBC31A;raisonSociale;7029
E15ANBC31A;reference;7505
E15ANBC31A;rejete;6011
E15ANBC31A;taId;8572
E15ANBC31A;tauxIR;9555
E15ANBC31A;tauxTSR;6260
E15ANBC31A;tauxTVA;5489
E15ANBC31A;userAnnulation;7437
E15ANBC31A;userMAJ;7774
E15ANBC31A;userRejet;8523
E15ANBC31A;userValidation;9445
E15ANBC31A;valide;7468
E15BAEX35N;accompagnant;9696
E15BAEX35N;ACCOMPTE;7238
E15BAEX35N;acId;7805
E15BAEX35N;acteJuridiqueID;5456
E15BAEX35N;acteJuridiqueTypeID;5978
E15BAEX35N;agAffectation;5740
E15BAEX35N;agFonction;7237
E15BAEX35N;agGrade;5886
E15BAEX35N;agMatricule;6657
E15BAEX35N;agMatriculeAccord;8366
E15BAEX35N;agService;7301
E15BAEX35N;agSituationMat;9133
E15BAEX35N;annuel;7518
E15BAEX35N;arCode;5139
E15BAEX35N;atId;9663
E15BAEX35N;AUTREGlobal;6039
E15BAEX35N;avanceAdeduireReglement;8442
E15BAEX35N;avecMemoireDepense;8829
E15BAEX35N;bcaEnteteId;9093
E15BAEX35N;bcaId;6847
E15BAEX35N;benefAgent;5093
E15BAEX35N;benefChapitre;9329
E15BAEX35N;benefCode;8216
E15BAEX35N;benefContribuable;7425
E15BAEX35N;benefDescription;5358
E15BAEX35N;benefDesignation;6210
E15BAEX35N;benefStructure;5539
E15BAEX35N;caisseAvID;7721
E15BAEX35N;caisseAvIdOrigine;9006
E15BAEX35N;certificatId;8728
E15BAEX35N;chCode;8348
E15BAEX35N;CodeNatCA;7058
E15BAEX35N;contribuableId;8237
E15BAEX35N;contribuableRibId;8571
E15BAEX35N;courrierDossierId;8206
E15BAEX35N;dateAccord;7476
E15BAEX35N;dateDepart;5971
E15BAEX35N;dateDeSignature;5959
E15BAEX35N;dateMaj;7732
E15BAEX35N;dateReglement;9637
E15BAEX35N;dateRetour;5280
E15BAEX35N;dateSignature;5895
E15BAEX35N;decisionID;7460
E15BAEX35N;decisionSaisi;7536
E15BAEX35N;decompteFinalReglement;8595
E15BAEX35N;delaiDeLivraison;5467
E15BAEX35N;depart;8464
E15BAEX35N;description;8551
E15BAEX35N;destination;7353
E15BAEX35N;Encaisse;9165
E15BAEX35N;Etape;8520
E15BAEX35N;etat;9329
E15BAEX35N;exMillesime;9051
E15BAEX35N;fsCode;5746
E15BAEX35N;HT;8352
E15BAEX35N;HTGlobal;6211
E15BAEX35N;imputation;5444
E15BAEX35N;ir;5090
E15BAEX35N;IRGlobal;8951
E15BAEX35N;IRNCGlobal;8336
E15BAEX35N;IRPPGlobal;6378
E15BAEX35N;isExterieur;5820
E15BAEX35N;libelleAuProfitDe;6472
E15BAEX35N;libelleAutorisation;6407
E15BAEX35N;lieuDeSignature;6022
E15BAEX35N;lieuExecution;7623
E15BAEX35N;lieuReglement;7569
E15BAEX35N;lieuSignature;9002
E15BAEX35N;matriculeCom;6502
E15BAEX35N;matriculeGest;8870
E15BAEX35N;matriculeOrdo;7363
E15BAEX35N;matriculeOrdonnateur;6355
E15BAEX35N;matriculeOrdoNom;6679
E15BAEX35N;matriculeOrdoPrenom;6320
E15BAEX35N;matriculeReg;9866
E15BAEX35N;Millesime;7717
E15BAEX35N;missionBaremeIDReglement;9250
E15BAEX35N;missionID;5973
E15BAEX35N;missionZoneID;9908
E15BAEX35N;Mode;8335
E15BAEX35N;modeleID;8956
E15BAEX35N;montantAutEngag;6598
E15BAEX35N;montantHT;8318
E15BAEX35N;montantIR;6422
E15BAEX35N;montantTSR;7729
E15BAEX35N;montantTTC;7538
E15BAEX35N;montantTVA;8346
E15BAEX35N;motifEtReference;9156
E15BAEX35N;motifMission;7280
E15BAEX35N;moyenDeTransport;9051
E15BAEX35N;moyenTransportAcc;6248
E15BAEX35N;NAP;6262
E15BAEX35N;NAPGlobal;9024
E15BAEX35N;nbreJourReglement;9400
E15BAEX35N;neCode;7561
E15BAEX35N;NoAvenant;8340
E15BAEX35N;NoCaisse;5502
E15BAEX35N;numAccord;7783
E15BAEX35N;numBonCommande;5467
E15BAEX35N;numCompte;7260
E15BAEX35N;numCourrier;6536
E15BAEX35N;numDossier;7136
E15BAEX35N;numeroCollectif;8577
E15BAEX35N;numeroMission;8466
E15BAEX35N;numFicheBesoin;7702
E15BAEX35N;numImputation;8609
E15BAEX35N;NumImputTech;7382
E15BAEX35N;NumLettre;9263
E15BAEX35N;numordre;9710
E15BAEX35N;numRIB;9796
E15BAEX35N;objet;7824
E15BAEX35N;paExecutionId;6905
E15BAEX35N;passantPar;8483
E15BAEX35N;PENALITE;9541
E15BAEX35N;pgId;9953
E15BAEX35N;PRECOMPTESURLOYER;8851
E15BAEX35N;prestationID;5792
E15BAEX35N;QRCode;9722
E15BAEX35N;reference;9613
E15BAEX35N;responsableId;8170
E15BAEX35N;resteApayerReglement;5910
E15BAEX35N;RG;7475
E15BAEX35N;rgNumBon;9755
E15BAEX35N;rgNumBonRetenu;6787
E15BAEX35N;rgNumBonTaxe;9280
E15BAEX35N;sansMemoireDepenseAvecTaxe;9173
E15BAEX35N;sansMemoireDepenseSansTaxe;6987
E15BAEX35N;siAvance;8509
E15BAEX35N;siExterieur;8607
E15BAEX35N;siGestEgalReg;6341
E15BAEX35N;signataire;5997
E15BAEX35N;signataireFonction;9399
E15BAEX35N;signataireFonctionReglement;6287
E15BAEX35N;signataireGrade;5549
E15BAEX35N;signataireMatricule;9953
E15BAEX35N;signataireMatriculeReglement;8565
E15BAEX35N;signataireNom;9741
E15BAEX35N;signataireNomReglement;8109
E15BAEX35N;signatairePrenom;9406
E15BAEX35N;sousTotalReglement;6632
E15BAEX35N;taId;9918
E15BAEX35N;tauxIR;9899
E15BAEX35N;tauxReglement;6286
E15BAEX35N;tauxTSR;9741
E15BAEX35N;tauxTVA;7927
E15BAEX35N;TAXE;9947
E15BAEX35N;texteAmpliation;9865
E15BAEX35N;texteArticle;7780
E15BAEX35N;texteVu;9888
E15BAEX35N;titreSignataire;8699
E15BAEX35N;totalReglement;8402
E15BAEX35N;trimestreId;9217
E15BAEX35N;tsr;7286
E15BAEX35N;TSRGlobal;8944
E15BAEX35N;tva;6013
E15BAEX35N;TVAGlobal;6509
E15BAEX35N;typeAccord;5355
E15BAEX35N;typeDepense;8668
E15BAEX35N;typeDeplacement;8337
E15BAEX35N;typePrestation;7743
E15BAEX35N;typeProcedure;5393
E15BAEX35N;typeTaxeId;5433
E15BAEX35N;userAccord;7249
E15BAEX35N;userMaj;5121
E15BAEX35N;Volume;5054
E15BAEX35N;VolumeAvenant;9128
E15BRAV03S;bonRGAvisId;5291
E15BRAV03S;bonRGId;8023
E15BRAV03S;dateMaj;8583
E15BRAV03S;userMaj;9695
E15CMAC39T;caisseAvMandatApurementConstatId;5939
E15CMAC39T;caisseAvMandatApurementNatureId;9643
E15CMAC39T;caisseAvMandatId;8851
E15CMAC39T;dateMAJ;8002
E15CMAC39T;montant;5274
E15CMAC39T;objet;8000
E15CMAC39T;userMAJ;9691
E15CMAP35S;pieceID;6228
E15CMAP35S;pjContenu;5988
E15CMAP35S;pjNumOrdre;7905
E15CMAP35S;pjTitreES;5857
E15CMAP35S;pjTitreFR;9851
E15CMAP35S;pjTitreUS;5203
E15CMAP35S;pjTypeZone;6557
E15CMPR13T;caisseAvMandatId;8112
E15CMPR13T;caisseAvMandatPrintId;5231
E15CMPR13T;datePrint;9607
E15CMPR13T;numeroMandat;8374
E15CMPR13T;userPrint;6338
E15OBDE64L;ajustementAE;5224
E15OBDE64L;ajustementCP;7376
E15OBDE64L;dateApplication;9956
E15OBDE64L;dateMaj;5621
E15OBDE64L;detailId;6279
E15OBDE64L;ordonnanceId;8129
E15OBDE64L;paExecutionId;8786
E15OBDE64L;regleId;9543
E15OBDE64L;userMaj;8175
E15OSAP41E;dateMaj;8259
E15OSAP41E;dateValidation;7783
E15OSAP41E;exMillesime;9639
E15OSAP41E;observation;6377
E15OSAP41E;operateurValidation;8097
E15OSAP41E;oppositionMoisId;8545
E15OSAP41E;precompte;7262
E15OSAP41E;referenceMandat;9096
E15OSAP41E;saisieArretId;8751
E15OSAP41E;saisieArretPrecompteId;6768
E15OSAP41E;userMaj;7401
E15OSAP41E;valide;9843
E16ABLI39S;acteJuridiqueID;6312
E16ABLI39S;annulationDefinitive;9837
E16ABLI39S;bonLiquidationID;5441
E16ABLI39S;chCode;8066
E16ABLI39S;dateAnnulation;8195
E16ABLI39S;exMillesime;7299
E16ABLI39S;factureId;6262
E16ABLI39S;liBeneficiaireCode;5687
E16ABLI39S;liBeneficiaireId;7693
E16ABLI39S;liBeneficiaireNom;6136
E16ABLI39S;liDateDeConstatation;8493
E16ABLI39S;liDateMAJ;9231
E16ABLI39S;liDateValidation;5767
E16ABLI39S;liDecisionCertification;7708
E16ABLI39S;liDecisionCertificationObs;8240
E16ABLI39S;liDecisionCFS;7790
E16ABLI39S;liDecisionObservationCFS;6349
E16ABLI39S;liEtat;6023
E16ABLI39S;ligneId;6093
E16ABLI39S;liMontantAutorise;5889
E16ABLI39S;liMontantLiquider;6787
E16ABLI39S;liMontantLiquiderEnLettre;8872
E16ABLI39S;liNomAgenceBanque;9531
E16ABLI39S;liNomBanque;5240
E16ABLI39S;liNumCpteBanque;7178
E16ABLI39S;liNumOrdre;7192
E16ABLI39S;liResponsableConstatation;6011
E16ABLI39S;liResponsableValidation;6240
E16ABLI39S;liUserMAJ;5604
E16ABLI39S;liValidation;8701
E16ABLI39S;motif;8620
E16ABLI39S;numBon;6069
E16ABLI39S;numBonCP;8516
E16ABLI39S;referenceFacture;9702
E16ABLI39S;trimestreId;7513
E16ABLI39S;userAnnulation;5220
E16ACTR96N;bcaId;8163
E16ACTR96N;bonOrdonnancementID;8500
E16ACTR96N;chCode;5161
E16ACTR96N;exMillesime;5625
E16ACTR96N;ligneId;7678
E16ACTR96N;ligneIdActeJuridique;7751
E16ACTR96N;montantTTC;9468
E16ACTR96N;motifRejet;7134
E16ACTR96N;numBon;6406
E16ACTR96N;numBonCommande;9060
E16ACTR96N;numBonCP;7502
E16ACTR96N;numBordereau;7407
E16ACTR96N;tmAgentLiaison;5905
E16ACTR96N;tmDateMAJ;5435
E16ACTR96N;tmDateTransmission;6126
E16ACTR96N;tmLibelleBordereau;5961
E16ACTR96N;tmLieuTransmission;8333
E16ACTR96N;tmNumBordereau;6622
E16ACTR96N;tmServiceDestinataire;6499
E16ACTR96N;tmServiceSource;9806
E16ACTR96N;tmTypeTransmission;8279
E16ACTR96N;tmUserMAJ;9323
E16ACTR96N;transmissionId;6033
E16AZEX88N;arCode;7535
E16AZEX88N;dateMaj;9939
E16AZEX88N;departementExecId;9641
E16AZEX88N;userMaj;8415
E16CAAC97E;caisseAvActeId;9405
E16CAAC97E;caisseAvId;9805
E16CAAC97E;DateActe;7587
E16CAAC97E;DateMAJ;5524
E16CAAC97E;DateSign;5847
E16CAAC97E;edite;6043
E16CAAC97E;MaxIndem;8234
E16CAAC97E;modeleID;9909
E16CAAC97E;NoActe;5214
E16CAAC97E;Objet;9671
E16CAAC97E;Signataire;6209
E16CAAC97E;TauxIndem;5124
E16CAAC97E;TypeActe;7749
E16CAAC97E;UserMAJ;8705
E16CAAC97E;Version;5084
E16CLMA82E;arretVisa;6519
E16CLMA82E;dateMaj;8371
E16CLMA82E;exMillesime;5061
E16CLMA82E;msgVisa;9965
E16CLMA82E;userMaj;8996
E16CLMA82E;xxArretVisa;5013
E16OFAD68E;code;7030
E16OFAD68E;dateCreation;6415
E16OFAD68E;dateMAJ;9558
E16OFAD68E;descriptionEn;7972
E16OFAD68E;descriptionFr;8514
E16OFAD68E;fonctionAdministrativeID;8292
E16OFAD68E;libelleEn;8601
E16OFAD68E;libelleFr;5873
E16OFAD68E;matriculeResponsable;8820
E16OFAD68E;organigrammeID;6299
E16OFAD68E;organisationID;9369
E16OFAD68E;referenceCreation;8641
E16OFAD68E;structureAdministrativeID;9655
E16OFAD68E;uniteAdministrativeID;5113
E16OFAD68E;userMAJ;6003
E16OFPP35E;arriereInitial;8496
E16OFPP35E;dateMaj;9233
E16OFPP35E;dateValidation;8333
E16OFPP35E;exMillesime;6669
E16OFPP35E;fichePensionId;6358
E16OFPP35E;fichePensionPrecompteId;6904
E16OFPP35E;mesualiteArriere;8743
E16OFPP35E;observation;6528
E16OFPP35E;operateurValidation;9403
E16OFPP35E;oppositionMoisId;8343
E16OFPP35E;precompte;8523
E16OFPP35E;referenceMandat;8501
E16OFPP35E;resteARecouvrir;7766
E16OFPP35E;userMaj;8882
E16OFPP35E;valide;7102
E17CODO54R;beneficiaire;9999
E17CODO54R;chCode;7709
E17CODO54R;cloture;7369
E17CODO54R;codeService;5777
E17CODO54R;courrierDossierId;8948
E17CODO54R;courrierDossierTypeId;9542
E17CODO54R;dateEnregistrement;8707
E17CODO54R;dateMaj;8974
E17CODO54R;dateSignature;7157
E17CODO54R;dejaEngage;9565
E17CODO54R;etatDossier;9274
E17CODO54R;exMillesime;7883
E17CODO54R;imputation;7822
E17CODO54R;isDelete;7233
E17CODO54R;montant;9720
E17CODO54R;numBon;7021
E17CODO54R;numDossier;6364
E17CODO54R;objet;8661
E17CODO54R;operateurSaisie;9680
E17CODO54R;posteTraitementDetenteur;8454
E17CODO54R;posteTraitementId;7143
E17CODO54R;proprietaire;7807
E17CODO54R;reference;7979
E17CODO54R;signataire;5446
E17CODO54R;typeProcedure;6065
E17CODO54R;userDestinataire;8797
E17CODO54R;userMaj;8827
E17CORE66T;courrierRejetID;7674
E17CORE66T;dateMaj;7343
E17CORE66T;isRelance;7902
E17CORE66T;numDossier;7810
E17CORE66T;observation;7422
E17CORE66T;posteTraitementDetenteurId;6229
E17CORE66T;posteTraitementId;6559
E17CORE66T;userMaj;8561
E17CORE66T;userRejet;5929
E17CORE66T;userRelance;7061
E17DDDE16L;benefAgent;8471
E17DDDE16L;benefChapitre;5801
E17DDDE16L;benefCode;6192
E17DDDE16L;benefContribuable;9857
E17DDDE16L;benefDesignation;9122
E17DDDE16L;beneficiaireId;5728
E17DDDE16L;benefStructure;7452
E17DDDE16L;dateMaj;5896
E17DDDE16L;duplicationId;9289
E17DDDE16L;imputation;8101
E17DDDE16L;libelleAuProfitDe;5726
E17DDDE16L;ligneId;9145
E17DDDE16L;montant;7942
E17DDDE16L;objet;6632
E17DDDE16L;paExecutionId;6251
E17DDDE16L;userMaj;7034
E17OCIN18T;codeBenef;9713
E17OCIN18T;contribuableIndelicatId;9267
E17OCIN18T;dateMaj;6777
E17OCIN18T;exMillesime;5973
E17OCIN18T;montantTotal;9399
E17OCIN18T;motif;9778
E17OCIN18T;nomBenef;8607
E17OCIN18T;numContribuable;7666
E17OCIN18T;precompter;8467
E17OCIN18T;precompteTotal;7564
E17OCIN18T;raisonSociale;9152
E17OCIN18T;restARecouvir;8350
E17OCIN18T;typeBenef;6118
E17OCIN18T;userMaj;5998
E17OROR03N;code;7223
E17OROR03N;dateMAJ;5351
E17OROR03N;libelleEn;5123
E17OROR03N;libelleFr;7163
E17OROR03N;organigrammeID;6244
E17OROR03N;organisationID;8004
E17OROR03N;userMAJ;6890
E17QGOR81R;chCode;8263
E17QGOR81R;dateMaj;6720
E17QGOR81R;exMillesime;9067
E17QGOR81R;matriculeOrdonnateur;9147
E17QGOR81R;quotaActifAD;7108
E17QGOR81R;quotaActifBIP;9888
E17QGOR81R;quotaActifBS;5779
E17QGOR81R;quotaActifBSTitre4;7762
E17QGOR81R;quotaChapitreId;9085
E17QGOR81R;quotaOrdonnateurId;7873
E17QGOR81R;trimestreId;5930
E17QGOR81R;userMaj;7721
E17QGOR81R;volumeAD;9030
E17QGOR81R;volumeBIP;5685
E17QGOR81R;volumeBS;9688
E17QGOR81R;volumeBSTitre4;8581
E17RESU26I;dateDebut;8192
E17RESU26I;dateFin;8468
E17RESU26I;dateOperationFtp;6106
E17RESU26I;description;5176
E17RESU26I;fileName;8767
E17RESU26I;remonteId;9516
E17RESU26I;serveurDest;9238
E17RESU26I;serveurSource;8774
E17RESU26I;typeOperation;8522
E17RESU26I;userMaj;6813
E18AGHA20E;agentHabiliteId;6652
E18AGHA20E;agMatricule;7000
E18AGHA20E;controleId;5355
E18AGHA20E;dateMaj;7024
E18AGHA20E;exMillesime;7915
E18AGHA20E;type;5620
E18AGHA20E;userMaj;7671
E18AJPI49S;acteJuridiqueID;8373
E18AJPI49S;acteJuridiquePieceID;8487
E18AJPI49S;contenu;6896
E18AJPI49S;dateMaj;8973
E18AJPI49S;numeroOrdre;9400
E18AJPI49S;titreES;8001
E18AJPI49S;titreFR;9504
E18AJPI49S;titreUS;6939
E18AJPI49S;userMaj;9379
E18BPCR71T;dateMaj;7017
E18BPCR71T;importationID;6654
E18BPCR71T;nbLignes;7845
E18BPCR71T;nomFichier;6325
E18BPCR71T;typeFichier;8305
E18BPCR71T;userMaj;7898
E18DEAR41E;articleID;7446
E18DEAR41E;dateMaj;7659
E18DEAR41E;decisionID;9527
E18DEAR41E;intitule;8713
E18DEAR41E;numOrdre;5243
E18DEAR41E;texte;8429
E18DEAR41E;userMaj;5567
E18PMAN72N;acteJuridiqueId;6905
E18PMAN72N;blocage;8267
E18PMAN72N;creditAE;8297
E18PMAN72N;creditCP;7713
E18PMAN72N;dateMaj;8835
E18PMAN72N;dateOperation;8817
E18PMAN72N;debitAE;9677
E18PMAN72N;debitCP;8340
E18PMAN72N;delegue;8606
E18PMAN72N;description;6508
E18PMAN72N;dotationInitiale;5071
E18PMAN72N;exMillesime;8378
E18PMAN72N;idOperation;7767
E18PMAN72N;isVirement;7403
E18PMAN72N;ligneId;6116
E18PMAN72N;motif;5808
E18PMAN72N;paExecutionId;5836
E18PMAN72N;siRegie;5867
E18PMAN72N;sourceOperation;5004
E18PMAN72N;typeOperation;7378
E18PMAN72N;userMaj;9529
E19ADRE34N;ancienNumAutDep;8626
E19ADRE34N;aTraiter;8415
E19ADRE34N;dateApplication;5958
E19ADRE34N;dateGeneration;8245
E19ADRE34N;dateMaj;8511
E19ADRE34N;nouveauNumAutdep;9534
E19ADRE34N;paExecutionId;5690
E19ADRE34N;rowId;9272
E19ADRE34N;userMaj;5659
E19BRCR68R;dateMaj;6414
E19BRCR68R;importationID;7683
E19BRCR68R;lignID;6829
E19BRCR68R;motif;9808
E19BRCR68R;valeurLigne;5197
E19OSAR72T;adresseDuBeneficiaire;7578
E19OSAR72T;adresseDuSaisi;6574
E19OSAR72T;beneficiaireType;5158
E19OSAR72T;chCodeBeneficiaire;8854
E19OSAR72T;chCodeSaisi;9209
E19OSAR72T;dateDuJugement;7336
E19OSAR72T;dateMaj;6630
E19OSAR72T;exMillesime;5538
E19OSAR72T;huissier;9828
E19OSAR72T;matriculeDuBeneficiaire;7765
E19OSAR72T;matriculeDuSaisi;9122
E19OSAR72T;montant;9299
E19OSAR72T;nomDuBeneficiaire;8291
E19OSAR72T;nomDuSaisi;9215
E19OSAR72T;noteContenu;5081
E19OSAR72T;notePJ;9386
E19OSAR72T;numDuJugement;8154
E19OSAR72T;pcCode;6800
E19OSAR72T;pcLibelle;9465
E19OSAR72T;precompteTotal;9536
E19OSAR72T;referenceActe;9579
E19OSAR72T;saisieArretId;7974
E19OSAR72T;saisieType;6508
E19OSAR72T;tribunalDuJugement;8658
E19OSAR72T;userMaj;5631
E19OSAR72T;valide;5950
E19OSAR72T;villeDuJugement;5801
E19OTSE07E;dateMAJ;5240
E19OTSE07E;libelleEn;5522
E19OTSE07E;libelleFr;8426
E19OTSE07E;serviceCentral;9902
E19OTSE07E;type;5106
E19OTSE07E;typeServiceID;9093
E19OTSE07E;userMAJ;7757
E19TAAC27E;acteJuridiqueId;8721
E19TAAC27E;bnBeneficiaire;7236
E19TAAC27E;bnCodeBeneficiaire;6892
E19TAAC27E;bnDateSignatureBon;7532
E19TAAC27E;bnLibelleBeneficiaire;7282
E19TAAC27E;bnMontantTTC;6715
E19TAAC27E;bnNumBon;7732
E19TAAC27E;bnObjet;8543
E19TAAC27E;bnObservations;6666
E19TAAC27E;bnReference;8075
E19TAAC27E;bnStructureBeneficiaire;6575
E19TAAC27E;bnTypeEngagement;9009
E19TAAC27E;chCodeChapitre;8503
E19TAAC27E;exMillesime;5584
E19TAAC27E;faReferenceFacture;6863
E19TAAC27E;faTauxIR;8338
E19TAAC27E;faTauxTVA;8915
E19TAAC27E;imNumImput;5278
E19TAAC27E;montantAE;9732
E19TAAC27E;numBordereau;7516
E19TAAC27E;numCertificat;8351
E19TAAC27E;seCodeService;6161
E19TAAC27E;tmAgentLiaison;5313
E19TAAC27E;tmDateEnvoi;9841
E19TAAC27E;tmDateMAJ;5279
E19TAAC27E;tmDateTransmission;7330
E19TAAC27E;tmLieuTransmission;7532
E19TAAC27E;tmModeEchange;9312
E19TAAC27E;tmMotifAnnulation;8846
E19TAAC27E;tmNumBordereau;7639
E19TAAC27E;tmServiceDestinataire;8058
E19TAAC27E;tmServiceSource;5276
E19TAAC27E;tmTypeTransmission;9005
E19TAAC27E;tmUserMAJ;5972
E19TAAC27E;transmissionAnnulationId;5875
E19TAAC27E;trimestreId;5230
E19VIEX80N;dateMaj;6523
E19VIEX80N;destination;6839
E19VIEX80N;exceptionId;8338
E19VIEX80N;source;8902
E19VIEX80N;userMaj;8089
E19VIEX80N;virementId;5540
E20ABLP04S;annulationDefinitive;6416
E20ABLP04S;bonLiquidationID;9229
E20ABLP04S;bonLiquidationPieceID;5705
E20ABLP04S;ligneId;6983
E20ABLP04S;ligneIdLiquidation;6418
E20ABLP04S;motif;8785
E20ABLP04S;pieceID;5152
E20ABLP04S;pjContenu;6760
E20ABLP04S;pjDateMaj;9867
E20ABLP04S;pjMatriculeAgentConstat;8287
E20ABLP04S;pjNbreObservations;5201
E20ABLP04S;pjNumOrdre;7101
E20ABLP04S;pjObservations;6005
E20ABLP04S;pjTitreES;6331
E20ABLP04S;pjTitreFR;5578
E20ABLP04S;pjTitreUS;8601
E20ABLP04S;pjTypeZone;9743
E20ABLP04S;pjUserMaj;6876
E20BACT68N;bnNumBon;5093
E20BACT68N;bonANCadreID;6640
E20BACT68N;chCodeChapitre;8355
E20BACT68N;dateAnnulation;6459
E20BACT68N;exMillesime;6015
E20BACT68N;numBordereau;7121
E20BACT68N;objetAnnulation;8540
E20BACT68N;rangLiquidation;7610
E20BACT68N;tmAgentLiaison;7160
E20BACT68N;tmDateEnvoi;8654
E20BACT68N;tmDateMAJ;8446
E20BACT68N;tmDateTransmission;8189
E20BACT68N;tmLieuTransmission;7461
E20BACT68N;tmModeEchange;8253
E20BACT68N;tmNiveau;5120
E20BACT68N;tmNumBordereau;9571
E20BACT68N;tmServiceDestinataire;7720
E20BACT68N;tmServiceSource;7648
E20BACT68N;tmUserMAJ;9359
E20BACT68N;transmissionId;9623
E20IMFO19N;dateMaj;7061
E20IMFO19N;immoFonctionId;5137
E20IMFO19N;libelleFr;9785
E20IMFO19N;libelleUs;7447
E20IMFO19N;userMaj;8306
E20PARC95T;arCodeArticle;9313
E20PARC95T;deDepartementIDest;8643
E20PARC95T;exMillesime;8299
E20PARC95T;ligneId;9600
E20PARC95T;paDateMaj;5909
E20PARC95T;paUserMaj;7044
E20PARC95T;pcCodeRegion;8744
E20PRMO09E;beneficiaireCode;7374
E20PRMO09E;beneficiaireNom;7384
E20PRMO09E;dateMAJ;7993
E20PRMO09E;dateMoratoire;9759
E20PRMO09E;exMillesime;5143
E20PRMO09E;montant;5720
E20PRMO09E;motif;9115
E20PRMO09E;precompteID;8610
E20PRMO09E;precompteMoratoireID;7890
E20PRMO09E;signataire;5202
E20PRMO09E;userMAJ;6585
E20QCCO30N;chCode;5016
E20QCCO30N;consoAdp;8569
E20QCCO30N;consoBs;6194
E20QCCO30N;consoBsTitre4;9931
E20QCCO30N;exMillesime;9900
E20QCCO30N;ligneId;5616
E20QCCO30N;trimestreId;5420
E21ABOR70S;acteJuridiqueID;5349
E21ABOR70S;annulationDefinitive;9176
