tableName;columnName;columnSequence;abbreviation;correspondance
E29VIPR87T;arreteSignataire;6528;arsi;a65arsi28e
E29VIPR87T;chapitreDest;6206;chde;c62chde06t
E29VIPR87T;chapitreSource;7193;chso;c71chso93e
E29VIPR87T;dateMaj;5408;dama;d54dama08j
E29VIPR87T;etatID;5541;etid;e55etid41d
E29VIPR87T;exMillesime;8994;mill;e89mill94e
E29VIPR87T;lettreDate;8158;leda;l81leda58e
E29VIPR87T;lettreNumero;8231;lenu;l82lenu31o
E29VIPR87T;lettreSignataire;6034;lesi;l60lesi34e
E29VIPR87T;modeleID;5466;moid;m54moid66d
E29VIPR87T;noteAlattentionDe;7959;nade;n79nade59e
E29VIPR87T;noteContenu;5908;noco;n59noco08u
E29VIPR87T;noteNumero;6055;nonu;n60nonu55o
E29VIPR87T;noteObjet;5918;noob;n59noob18t
E29VIPR87T;noteReference;8396;nore;n83nore96e
E29VIPR87T;reponseContenu;9831;reco;r98reco31u
E29VIPR87T;reponseDestinataire;5934;rede;r59rede34e
E29VIPR87T;reponseNumero;5702;renu;r57renu02o
E29VIPR87T;reponseObjet;6248;reob;r62reob48t
E29VIPR87T;reponseReference;8698;rere;r86rere98e
E29VIPR87T;typeProjet;7120;typr;t71typr20t
E29VIPR87T;userMaj;9643;usma;u96usma43j
E29VIPR87T;virementID;6098;viid;v60viid98d
E29VIPR87T;virementProjetID;8209;vpid;v82vpid09d
E30ACEX19N;agMatricule;5310;matr;a53matr10e
E30ACEX19N;dateMaj;9683;dama;d96dama83j
E30ACEX19N;exMillesime;9805;mill;e98mill05e
E30ACEX19N;id;8931;idid;i89idid31d
E30ACEX19N;motif;8536;moti;m85moti36f
E30ACEX19N;statut;6907;stat;s69stat07t
E30ACEX19N;userMaj;9715;usma;u97usma15j
E30BAVA00E;agMatriculeAccord;9717;maac;a97maac17d
E30BAVA00E;bnNumBon;7983;nubo;b79nubo83n
E30BAVA00E;chCode;9824;code;c98code24e
E30BAVA00E;dateAccord;6430;daac;d64daac30d
E30BAVA00E;exMillesime;6423;mill;e64mill23e
E30BAVA00E;numCertificat;8032;nuce;n80nuce32t
E30BAVA00E;paExecutionId;9978;exid;p99exid78d
E30BAVA00E;userMaj;6624;usma;u66usma24j
E30DECO53E;arCode;8358;code;a83code58e
E30DECO53E;chCode;7488;code;c74code88e
E30DECO53E;dateMaj;6345;dama;d63dama45j
E30DECO53E;exMillesime;8560;mill;e85mill60e
E30DECO53E;imputation;8974;impu;i89impu74n
E30DECO53E;intervalle;9228;inte;i92inte28e
E30DECO53E;LigneID;7963;liid;l79liid63d
E30DECO53E;neCode;6694;code;n66code94e
E30DECO53E;userMaj;9332;usma;u93usma32j
E30ENPT10T;aout;8883;aout;a88aout83t
E30ENPT10T;avril;7118;avri;a71avri18l
E30ENPT10T;budgetApprouve;9320;buap;b93buap20e
E30ENPT10T;chCode;9709;code;c97code09e
E30ENPT10T;code;7234;code;c72code34e
E30ENPT10T;dateMaj;7176;dama;d71dama76j
E30ENPT10T;decembre;8373;dece;d83dece73e
E30ENPT10T;exMillesime;8463;mill;e84mill63e
E30ENPT10T;fevrier;8120;fevr;f81fevr20r
E30ENPT10T;janvier;5825;janv;j58janv25r
E30ENPT10T;juillet;5946;juil;j59juil46t
E30ENPT10T;juin;7686;juin;j76juin86n
E30ENPT10T;libelle;8851;libe;l88libe51e
E30ENPT10T;mai;9823;maim;m98maim23i
E30ENPT10T;mars;7355;mars;m73mars55s
E30ENPT10T;niveau;5625;nive;n56nive25u
E30ENPT10T;novembre;6887;nove;n68nove87e
E30ENPT10T;octobre;6515;octo;o65octo15e
E30ENPT10T;septembre;9631;sept;s96sept31e
E30ENPT10T;total;8288;tota;t82tota88l
E30ENPT10T;tresorerieID;8207;trid;t82trid07d
E30ENPT10T;userMaj;7067;usma;u70usma67j
E31CADE34E;caisseAvDepenseID;7887;cadi;c78cadi87d
E31CADE34E;caisseAvId;7796;caid;c77caid96d
E31CADE34E;code;6410;code;c64code10e
E31CADE34E;libelleFr;8401;lifr;l84lifr01r
E31CADE34E;libelleIR;6513;liir;l65liir13r
E31CADE34E;libelleTVA;7106;litv;l71litv06a
E31CADE34E;libelleUs;9165;lius;l91lius65s
E31CADE34E;montant;7500;mont;m75mont00t
E31CADE34E;montantHT;5798;moht;m57moht98t
E31CADE34E;montantIR;6811;moir;m68moir11r
E31CADE34E;montantTVA;5383;motv;m53motv83a
E31CADE34E;tauxIR;9793;tair;t97tair93r
E31CADE34E;tauxTVA;8373;tatv;t83tatv73a
E31CAPV14E;caisseAvProcesVerbalCategorieRegieId;9397;capv;c93capv97d
E31CAPV14E;caisseAvProcesVerbalId;8868;capv;c88capv68d
E31CAPV14E;caisseAvProcesVerbalPieceJustificativeDispoId;9115;capv;c91capv15d
E31CAPV14E;caisseAvProcesVerbalPieceJustificativeDispoTypeId;9646;capv;c96capv46d
E31CAPV14E;caisseAvProcesVerbalPieceJustificativeId;8640;capv;c86capv40d
E31CAPV14E;libelleEN;6924;lien;l69lien24n
E31CAPV14E;libelleFR;5615;lifr;l56lifr15r
E31CAPV14E;selected;9919;sele;s99sele19d
E31CAPV66E;caisseAvProcesVerbalId;5842;capv;c58capv42d
E31CAPV66E;caisseAvProcesVerbalRecetteServiceId;8669;capv;c86capv69d
E31CAPV66E;date;9676;date;d96date76e
E31CAPV66E;designation;8536;desi;d85desi36n
E31CAPV66E;IR;6443;irir;i64irir43r
E31CAPV66E;IRCM;9480;ircm;i94ircm80m
E31CAPV66E;montant;5570;mont;m55mont70t
E31CAPV66E;numQuittanceVersement;5827;nqve;n58nqve27t
E31CAPV66E;observation;7315;obse;o73obse15n
E31CAPV66E;TVA;8463;tvat;t84tvat63a
E31CPCA46E;categorieID;9729;caid;c97caid29d
E31CPCA46E;code;7373;code;c73code73e
E31CPCA46E;dateMAJ;7102;dama;d71dama02j
E31CPCA46E;libelleEN;5786;lien;l57lien86n
E31CPCA46E;libelleFR;9947;lifr;l99lifr47r
E31CPCA46E;userMAJ;8596;usma;u85usma96j
E31CPMR89E;dateMAJ;7050;dama;d70dama50j
E31CPMR89E;ficheImmoMatRoulantNatureID;6042;fimr;f60fimr42d
E31CPMR89E;libelleEn;5932;lien;l59lien32n
E31CPMR89E;libelleFr;5557;lifr;l55lifr57r
E31CPMR89E;userMAJ;9936;usma;u99usma36j
E31CPOI01E;bienOperationImmoID;7034;boii;b70boii34d
E31CPOI01E;code;7912;code;c79code12e
E31CPOI01E;dateMAJ;7127;dama;d71dama27j
E31CPOI01E;libelleEN;9471;lien;l94lien71n
E31CPOI01E;libelleFR;5466;lifr;l54lifr66r
E31CPOI01E;userMAJ;6143;usma;u61usma43j
E31CPVV89E;code;6746;code;c67code46e
E31CPVV89E;dateMAJ;8292;dama;d82dama92j
E31CPVV89E;libelleEN;9735;lien;l97lien35n
E31CPVV89E;libelleFR;7151;lifr;l71lifr51r
E31CPVV89E;userMAJ;6159;usma;u61usma59j
E31CPVV89E;valeurVenaleCategorieID;5427;vvci;v54vvci27d
E31DAVI22T;beneficiaire;6122;bene;b61bene22e
E31DAVI22T;compteDepot;6348;code;c63code48t
E31DAVI22T;dacVirementID;7435;dvid;d74dvid35d
E31DAVI22T;dateMaj;7896;dama;d78dama96j
E31DAVI22T;etatvir;8332;etat;e83etat32r
E31DAVI22T;montantVirement;7613;movi;m76movi13t
E31DAVI22T;numeroVirement;7703;nuvi;n77nuvi03t
E31DAVI22T;objetVirement;9524;obvi;o95obvi24t
E31DAVI22T;operateur;6270;oper;o62oper70r
E31DAVI22T;typeDac;8941;tyda;t89tyda41c
E31DAVI22T;userMaj;9537;usma;u95usma37j
E31IDMI07O;Col1_VIDE1;6778;c1v1;c67c1v1781
E31IDMI07O;Col10_ENC_ORIGINE;5289;c1eo;c52c1eo89e
E31IDMI07O;Col11_ENC_IMPUTT;6105;c1ei;c61c1ei05t
E31IDMI07O;Col12_ENC_PIECE;5158;c1ep;c51c1ep58e
E31IDMI07O;Col13_ENC_MARCHE;7852;c1em;c78c1em52e
E31IDMI07O;Col14_ENC_EMI;9665;c1ee;c96c1ee65i
E31IDMI07O;Col15_ENC_REGLE;9047;c1er;c90c1er47e
E31IDMI07O;Col16_ENC_MDR;9868;c1em;c98c1em68r
E31IDMI07O;Col17_ENC_MDR_COMPTE;7223;c1em;c72c1em23e
E31IDMI07O;Col18_ENC_MDR_IMPUT;6351;c1em;c63c1em51t
E31IDMI07O;Col19_ENC_MDR_LIBELLE;6932;c1em;c69c1em32e
E31IDMI07O;Col2_ENC_CLASSIF;7229;c2ec;c72c2ec29f
E31IDMI07O;Col20_ENC_DATE;8894;c2ed;c88c2ed94e
E31IDMI07O;Col21_ENC_DATE_LIQ;7069;c2ed;c70c2ed69q
E31IDMI07O;Col22_ENC_FOURNIS;5280;c2ef;c52c2ef80s
E31IDMI07O;Col23_VIDE3;9637;c2v3;c96c2v3373
E31IDMI07O;Col24_ENC_LIBELLE1;6794;c2el;c67c2el941
E31IDMI07O;Col25_ENC_LIBELLE2;9809;c2el;c98c2el092
E31IDMI07O;Col26_ENC_BP;9530;c2eb;c95c2eb30p
E31IDMI07O;Col27_ENC_LIBELLE3;9294;c2el;c92c2el943
E31IDMI07O;Col28_ENC_DATE_FRN;9241;c2ed;c92c2ed41n
E31IDMI07O;Col29_ENC_NBREGL;8518;c2en;c85c2en18l
E31IDMI07O;Col3_ENC_CLE;5913;c3ec;c59c3ec13e
E31IDMI07O;Col30_ENC_PREC_NOMBRE;6263;c3ep;c62c3ep63e
E31IDMI07O;Col31_ENC_PREC_MONTANT;5051;c3ep;c50c3ep51t
E31IDMI07O;Col32_ENC_CODMIN;5274;c3ec;c52c3ec74n
E31IDMI07O;Col33_VIDE4;7233;c3v4;c72c3v4334
E31IDMI07O;Col34_ENC_FACTURE;9021;c3ef;c90c3ef21e
E31IDMI07O;Col35_ENC_LIGNE_ENG;8685;c3el;c86c3el85g
E31IDMI07O;Col36_ENC_USER_ENG;7401;c3eu;c74c3eu01g
E31IDMI07O;Col37_ENC_LIGNE_LIQ;5562;c3el;c55c3el62q
E31IDMI07O;Col38_ENC_USER_LIQ;5461;c3eu;c54c3eu61q
E31IDMI07O;Col39_ENC_MONT_TAXE;5211;c3em;c52c3em11e
E31IDMI07O;Col4_VIDE2;9767;c4v2;c97c4v2672
E31IDMI07O;Col40_ENC_NB_REGL;7186;c4en;c71c4en86l
E31IDMI07O;Col41_ENC_MTTAXE_ENG;9114;c4em;c91c4em14g
E31IDMI07O;Col5_ENC_PC;7719;c5ep;c77c5ep19c
E31IDMI07O;Col6_ENC_EMETTEUR;9646;c6ee;c96c6ee46r
E31IDMI07O;Col7_ENC_ETAB;8145;c7ee;c81c7ee45b
E31IDMI07O;Col8_ENC_VISA;8840;c8ev;c88c8ev40a
E31IDMI07O;Col9_ENC_IMPUTB;9848;c9ei;c98c9ei48b
E31IDMI07O;ligne;9586;lign;l95lign86e
E31OPTY47E;code;8240;code;c82code40e
E31OPTY47E;dateMAJ;5315;dama;d53dama15j
E31OPTY47E;libelleEN;8312;lien;l83lien12n
E31OPTY47E;libelleFR;7015;lifr;l70lifr15r
E31OPTY47E;oppositionTypeID;9590;otid;o95otid90d
E31OPTY47E;userMAJ;5063;usma;u50usma63j
E31PAAF39N;affectationId;5832;afid;a58afid32d
E31PAAF39N;agMatricule;5261;matr;a52matr61e
E31PAAF39N;dateAffectation;8392;daaf;d83daaf92n
E31PAAF39N;dateMaj;7723;dama;d77dama23j
E31PAAF39N;paExecutionId;7962;exid;p79exid62d
E31PAAF39N;userMaj;8191;usma;u81usma91j
E31QSIN29E;activerT1;6090;at1a;a60at1a901
E31QSIN29E;activerT2;8286;at2a;a82at2a862
E31QSIN29E;activerT3;7570;at3a;a75at3a703
E31QSIN29E;activerT4;5985;at4a;a59at4a854
E31QSIN29E;chCode;6613;code;c66code13e
E31QSIN29E;dateMaj;5858;dama;d58dama58j
E31QSIN29E;exMillesime;9749;mill;e97mill49e
E31QSIN29E;montantTitre2Trimestre1;8490;mt2t;m84mt2t901
E31QSIN29E;montantTitre2Trimestre2;7594;mt2t;m75mt2t942
E31QSIN29E;montantTitre2Trimestre3;8946;mt2t;m89mt2t463
E31QSIN29E;montantTitre2Trimestre4;9587;mt2t;m95mt2t874
E31QSIN29E;montantTitre3Trimestre1;8087;mt3t;m80mt3t871
E31QSIN29E;montantTitre3Trimestre2;9948;mt3t;m99mt3t482
E31QSIN29E;montantTitre3Trimestre3;8634;mt3t;m86mt3t343
E31QSIN29E;montantTitre3Trimestre4;8972;mt3t;m89mt3t724
E31QSIN29E;montantTitre4Trimestre1;5171;mt4t;m51mt4t711
E31QSIN29E;montantTitre4Trimestre2;7291;mt4t;m72mt4t912
E31QSIN29E;montantTitre4Trimestre3;5341;mt4t;m53mt4t413
E31QSIN29E;montantTitre4Trimestre4;7282;mt4t;m72mt4t824
E31QSIN29E;montantTotal1;7653;mt1m;m76mt1m531
E31QSIN29E;montantTotal2;6070;mt2m;m60mt2m702
E31QSIN29E;montantTotal3;8557;mt3m;m85mt3m573
E31QSIN29E;montantTotal4;5739;mt4m;m57mt4m394
E31QSIN29E;qoutaSaisieIncompressibleID;8069;qsii;q80qsii69d
E31QSIN29E;trimestre1Id;6209;t1id;t62t1id09d
E31QSIN29E;trimestre2Id;5906;t2id;t59t2id06d
E31QSIN29E;trimestre3Id;6352;t3id;t63t3id52d
E31QSIN29E;trimestre4Id;6934;t4id;t69t4id34d
E31QSIN29E;userMaj;7504;usma;u75usma04j
E31VAPR70T;arCodeServEmetteur;7933;csem;a79csem33r
E31VAPR70T;chapitreDest;6176;chde;c61chde76t
E31VAPR70T;chapitreSource;5010;chso;c50chso10e
E31VAPR70T;dateInit;8559;dain;d85dain59t
E31VAPR70T;dateMaj;8357;dama;d83dama57j
E31VAPR70T;dateValid;7227;dava;d72dava27d
E31VAPR70T;etatID;7770;etid;e77etid70d
E31VAPR70T;exMillesime;5973;mill;e59mill73e
E31VAPR70T;modeleID;5164;moid;m51moid64d
E31VAPR70T;montant;5731;mont;m57mont31t
E31VAPR70T;sansBon;6945;sabo;s69sabo45n
E31VAPR70T;typeProjet;9284;typr;t92typr84t
E31VAPR70T;userInit;8406;usin;u84usin06t
E31VAPR70T;userMaj;6968;usma;u69usma68j
E31VAPR70T;userValid;6098;usva;u60usva98d
E31VAPR70T;virementID;5686;viid;v56viid86d
E31VAPR70T;virementProjetID;8041;vpid;v80vpid41d
E32AMTR80N;bonOrdonnancementID;7638;boid;b76boid38d
E32AMTR80N;chCode;6575;code;c65code75e
E32AMTR80N;exMillesime;8005;mill;e80mill05e
E32AMTR80N;isReliquat;6276;isre;i62isre76t
E32AMTR80N;ligneId;6384;liid;l63liid84d
E32AMTR80N;ligneIdActeJuridique;8862;liaj;l88liaj62e
E32AMTR80N;missionId;5217;miid;m52miid17d
E32AMTR80N;montantTTC;6485;mott;m64mott85c
E32AMTR80N;motifRejet;9555;more;m95more55t
E32AMTR80N;numBon;6804;nubo;n68nubo04n
E32AMTR80N;numBonCP;5680;nbcp;n56nbcp80p
E32AMTR80N;numBordereau;7400;nubo;n74nubo00u
E32AMTR80N;numeroMission;7812;numi;n78numi12n
E32AMTR80N;tmAgentLiaison;9479;agli;t94agli79n
E32AMTR80N;tmDateMAJ;6096;dama;t60dama96j
E32AMTR80N;tmDateTransmission;6728;datr;t67datr28n
E32AMTR80N;tmLibelleBordereau;9379;libo;t93libo79u
E32AMTR80N;tmLieuTransmission;6657;litr;t66litr57n
E32AMTR80N;tmNumBordereau;5168;nubo;t51nubo68u
E32AMTR80N;tmServiceDestinataire;9755;sede;t97sede55e
E32AMTR80N;tmServiceSource;8878;seso;t88seso78e
E32AMTR80N;tmTypeTransmission;7950;tytr;t79tytr50n
E32AMTR80N;tmUserMAJ;6839;usma;t68usma39j
E32AMTR80N;transmissionId;5205;trid;t52trid05d
E32BFLI52S;amId;8394;amid;a83amid94d
E32BFLI52S;dateMAJ;8000;dama;d80dama00j
E32BFLI52S;factureId;8397;faid;f83faid97d
E32BFLI52S;factureLigneId;6639;flid;f66flid39d
E32BFLI52S;numOrdre;7663;nuor;n76nuor63e
E32BFLI52S;prixUnitaire;8874;prun;p88prun74e
E32BFLI52S;quantite;7346;quan;q73quan46e
E32BFLI52S;tauxIR;5528;tair;t55tair28r
E32BFLI52S;tauxTVA;6222;tatv;t62tatv22a
E32BFLI52S;typeFacture;9316;tyfa;t93tyfa16e
E32BFLI52S;userMAJ;5144;usma;u51usma44j
