tableName;columnName;columnSequence;abbreviation;correspondance
E23CAMA98T;montantApurer;8639;moap;m86moap39r
E23CAMA98T;montantApurerEnLettre;5834;mael;m58mael34e
E23CAMA98T;montantAutEngag;9620;maen;m96maen20g
E23CAMA98T;montantEncaisse;6056;moen;m60moen56e
E23CAMA98T;montantEncaisseNAP;9153;mena;m91mena53p
E23CAMA98T;montantEncaisseRestante;5948;mere;m59mere48e
E23CAMA98T;motifRejetApurement;8917;mrap;m89mrap17t
E23CAMA98T;nbreEncaisse;7192;nben;n71nben92e
E23CAMA98T;NoCaisse;8920;noca;n89noca20e
E23CAMA98T;nombre;5868;nomb;n58nomb68e
E23CAMA98T;numBon;9289;nubo;n92nubo89n
E23CAMA98T;numBonCP;5737;nbcp;n57nbcp37p
E23CAMA98T;numCertificat;6427;nuce;n64nuce27t
E23CAMA98T;numeroEncaisse;5883;nuen;n58nuen83e
E23CAMA98T;numeroMandat;6125;numa;n61numa25t
E23CAMA98T;objet;7789;obje;o77obje89t
E23CAMA98T;ordonnateurMatricule;8852;orma;o88orma52e
E23CAMA98T;ordonnateurNom;8817;orno;o88orno17m
E23CAMA98T;regisseurMatricule;6617;rema;r66rema17e
E23CAMA98T;regisseurNom;7327;reno;r73reno27m
E23CAMA98T;serviceEmetteur;6292;seem;s62seem92r
E23CAMA98T;userApurement;9952;usap;u99usap52t
E23CAMA98T;userMAJ;8380;usma;u83usma80j
E23CAMA98T;Volume;9311;volu;v93volu11e
E23CAPV81E;caisseAvProcesVerbalDepenseId;5380;capv;c53capv80d
E23CAPV81E;caisseAvProcesVerbalId;8169;capv;c81capv69d
E23CAPV81E;code;6166;code;c61code66e
E23CAPV81E;libelle;7861;libe;l78libe61e
E23CAPV81E;montant;8390;mont;m83mont90t
E23CAPV81E;numOrdre;7123;nuor;n71nuor23e
E23CPTY54E;bienTypeID;5888;btid;b58btid88d
E23CPTY54E;code;5229;code;c52code29e
E23CPTY54E;dateMAJ;5056;dama;d50dama56j
E23CPTY54E;libelleEN;9422;lien;l94lien22n
E23CPTY54E;libelleFR;5753;lifr;l57lifr53r
E23CPTY54E;userMAJ;8604;usma;u86usma04j
E23DTBA71P;bonOrdonnancementID;9569;boid;b95boid69d
E23DTBA71P;chCode;6687;code;c66code87e
E23DTBA71P;decisionId;8479;deid;d84deid79d
E23DTBA71P;exMillesime;6012;mill;e60mill12e
E23DTBA71P;id;6582;idid;i65idid82d
E23DTBA71P;montant;5220;mont;m52mont20t
E23DTBA71P;motifRejet;5387;more;m53more87t
E23DTBA71P;numBon;8921;nubo;n89nubo21n
E23DTBA71P;numBonCP;5098;nbcp;n50nbcp98p
E23DTBA71P;numBordereau;5751;nubo;n57nubo51u
E23DTBA71P;reference;7725;refe;r77refe25e
E23DTBA71P;tmAgentLiaison;5858;agli;t58agli58n
E23DTBA71P;tmDateMAJ;7697;dama;t76dama97j
E23DTBA71P;tmDateTransmission;7358;datr;t73datr58n
E23DTBA71P;tmLibelleBordereau;6743;libo;t67libo43u
E23DTBA71P;tmLieuTransmission;7211;litr;t72litr11n
E23DTBA71P;tmNumBordereau;5864;nubo;t58nubo64u
E23DTBA71P;tmServiceDestinataire;6223;sede;t62sede23e
E23DTBA71P;tmServiceSource;6549;seso;t65seso49e
E23DTBA71P;tmTypeTransmission;7157;tytr;t71tytr57n
E23DTBA71P;tmUserMAJ;5375;usma;t53usma75j
E23DTBA71P;transmissionId;6814;trid;t68trid14d
E24CANA12E;CodeNatCA;8007;cnca;c80cnca07a
E24CANA12E;DateMAJ;8103;dama;d81dama03j
E24CANA12E;LibelleFr;6730;lifr;l67lifr30r
E24CANA12E;LibelleUs;6274;lius;l62lius74s
E24CANA12E;UserMAJ;6619;usma;u66usma19j
E24CANA12E;Version;9939;vers;v99vers39n
E24CARE94E;caisseAvAvenantActeId;8583;caaa;c85caaa83d
E24CARE94E;caisseAvAvenantId;6765;caai;c67caai65d
E24CARE94E;caisseAvAvenantRespId;7314;caar;c73caar14d
E24CARE94E;DateEffet;6408;daef;d64daef08t
E24CARE94E;DateFin;5226;dafi;d52dafi26n
E24CARE94E;DateMAJ;9520;dama;d95dama20j
E24CARE94E;Matricule;5197;matr;m51matr97e
E24CARE94E;Qualite;9421;qual;q94qual21e
E24CARE94E;UserMAJ;5959;usma;u59usma59j
E24CARE94E;Version;6458;vers;v64vers58n
E24CPPN63E;code;7425;code;c74code25e
E24CPPN63E;dateMAJ;5882;dama;d58dama82j
E24CPPN63E;libelleEN;7070;lien;l70lien70n
E24CPPN63E;libelleFR;5973;lifr;l59lifr73r
E24CPPN63E;proprietaireNatureID;8844;pnid;p88pnid44d
E24CPPN63E;userMAJ;5947;usma;u59usma47j
E24OBDE37P;ajustementAE;8597;ajae;a85ajae97e
E24OBDE37P;ajustementCP;6277;ajcp;a62ajcp77p
E24OBDE37P;dateApplication;6618;daap;d66daap18n
E24OBDE37P;dateMaj;6980;dama;d69dama80j
E24OBDE37P;detailId;5403;deid;d54deid03d
E24OBDE37P;exceptionId;9446;exid;e94exid46d
E24OBDE37P;ordonnanceId;6514;orid;o65orid14d
E24OBDE37P;paExecutionId;9661;exid;p96exid61d
E24OBDE37P;regleId;5933;reid;r59reid33d
E24OBDE37P;userMaj;8921;usma;u89usma21j
E24OCIP43E;contribuableIndelicatId;5385;ciid;c53ciid85d
E24OCIP43E;contribuableIndelicatPrecompteId;7228;cipi;c72cipi28d
E24OCIP43E;dateMaj;5218;dama;d52dama18j
E24OCIP43E;exMillesime;7224;mill;e72mill24e
E24OCIP43E;observation;6745;obse;o67obse45n
E24OCIP43E;oppositionMoisId;7494;omid;o74omid94d
E24OCIP43E;precompte;8858;prec;p88prec58e
E24OCIP43E;referenceMandat;5353;rema;r53rema53t
E24OCIP43E;userMaj;7288;usma;u72usma88j
E24OCIP43E;visa;8634;visa;v86visa34a
E24OPMA12T;adresseDuBeneficiaire;6029;adbe;a60adbe29e
E24OPMA12T;adresseDuSaisi;9990;adsa;a99adsa90i
E24OPMA12T;adresseServiceTresorEmetteur;6707;aste;a67aste07r
E24OPMA12T;codeDuSaisi;6207;cdsa;c62cdsa07i
E24OPMA12T;dateMaj;7283;dama;d72dama83j
E24OPMA12T;dateValidation;9534;dava;d95dava34n
E24OPMA12T;exMillesime;7489;mill;e74mill89e
E24OPMA12T;matriculeDuBeneficiaire;6678;mdbe;m66mdbe78e
E24OPMA12T;modeDeReglement;6516;mdre;m65mdre16t
E24OPMA12T;montantTotalDepense;9901;mtde;m99mtde01e
E24OPMA12T;motifAnnulationValidation;8776;mava;m87mava76n
E24OPMA12T;natureOperation;7440;naop;n74naop40n
E24OPMA12T;nomDuBeneficiaire;9572;ndbe;n95ndbe72e
E24OPMA12T;nomDuSaisi;8963;ndsa;n89ndsa63i
E24OPMA12T;nomServiceTresorEmetteur;6896;nste;n68nste96r
E24OPMA12T;numeroMandat;9613;numa;n96numa13t
E24OPMA12T;numOrdre;7232;nuor;n72nuor32e
E24OPMA12T;operateurValidation;9955;opva;o99opva55n
E24OPMA12T;oppositionId;6837;opid;o68opid37d
E24OPMA12T;pcCode;8315;code;p83code15e
E24OPMA12T;pcImputation;6519;impu;p65impu19n
E24OPMA12T;pcLibelle;6778;libe;p67libe78e
E24OPMA12T;periode;8161;peri;p81peri61e
E24OPMA12T;qrCode;8598;qrco;q85qrco98e
E24OPMA12T;referencePJ;7557;repj;r75repj57j
E24OPMA12T;refTypeOpposition;5149;rtop;r51rtop49n
E24OPMA12T;resteALiquider;9528;rali;r95rali28r
E24OPMA12T;ribDuBeneficiaire;7091;rdbe;r70rdbe91e
E24OPMA12T;saisieType;8430;saty;s84saty30e
E24OPMA12T;typeOpposition;9441;tyop;t94tyop41n
E24OPMA12T;typeOppositionId;5099;toid;t50toid99d
E24OPMA12T;userMaj;8394;usma;u83usma94j
E24OPMA12T;valide;8393;vali;v83vali93e
E24OPMA12T;visa;6244;visa;v62visa44a
E25CPBE78N;bienID;9544;biid;b95biid44d
E25CPBE78N;coutAcquisition;8631;coac;c86coac31n
E25CPBE78N;coutProduction;8160;copr;c81copr60n
E25CPBE78N;coutRemplacement;6794;core;c67core94t
E25CPBE78N;dateMAJ;8404;dama;d84dama04j
E25CPBE78N;dateVisite;7018;davi;d70davi18e
E25CPBE78N;descriptionPhysiqueTerrain;6016;dpte;d60dpte16n
E25CPBE78N;descriptionSommaireBatiment;8341;dsba;d83dsba41t
E25CPBE78N;empriseDuSol;6788;edso;e67edso88l
E25CPBE78N;etatEntretien;6048;eten;e60eten48n
E25CPBE78N;evaluationID;6690;evid;e66evid90d
E25CPBE78N;motifAbsence;9433;moab;m94moab33e
E25CPBE78N;superficieDuTerrain;6118;sdte;s61sdte18n
E25CPBE78N;superficieLocaux;9620;sulo;s96sulo20x
E25CPBE78N;urbanisme;8580;urba;u85urba80e
E25CPBE78N;userMAJ;9745;usma;u97usma45j
E25CPBE78N;valeurSymbolique;7073;vasy;v70vasy73e
E25CPTR09T;arCode;7625;code;a76code25e
E25CPTR09T;chCode;7325;code;c73code25e
E25CPTR09T;code;5209;code;c52code09e
E25CPTR09T;contact;6457;cont;c64cont57t
E25CPTR09T;courrierPosteTraitementId;5369;cpti;c53cpti69d
E25CPTR09T;dateMaj;5489;dama;d54dama89j
E25CPTR09T;designationFr;6453;defr;d64defr53r
E25CPTR09T;designationUs;8203;deus;d82deus03s
E25CPTR09T;enteteFr;8944;enfr;e89enfr44r
E25CPTR09T;enteteUs;8456;enus;e84enus56s
E25CPTR09T;exMillesime;8934;mill;e89mill34e
E25CPTR09T;porte;8192;port;p81port92e
E25CPTR09T;userMaj;8499;usma;u84usma99j
E25DESC47N;dateMaj;7467;dama;d74dama67j
E25DESC47N;decisionId;6475;deid;d64deid75d
E25DESC47N;image;9295;imag;i92imag95e
E25DESC47N;numPage;6026;nupa;n60nupa26e
E25DESC47N;pageId;5013;paid;p50paid13d
E25DESC47N;userMaj;7674;usma;u76usma74j
E25EXEX35T;code;9623;code;c96code23e
E25EXEX35T;dateMaj;9837;dama;d98dama37j
E25EXEX35T;exMillesime;5163;mill;e51mill63e
E25EXEX35T;id;7822;idid;i78idid22d
E25EXEX35T;userMaj;8045;usma;u80usma45j
E25PADP02P;acCodeAction;5539;acac;a55acac39n
E25PADP02P;acCodeLRFE;5239;aclr;a52aclr39e
E25PADP02P;aoArrondissementID;7620;aaid;a76aaid20d
E25PADP02P;arCodeArticle;7442;coar;a74coar42e
E25PADP02P;atCodeActivite;7775;coac;a77coac75e
E25PADP02P;baCodeBailleur;9773;bcba;b97bcba73r
E25PADP02P;chCodeChapitre;9256;coch;c92coch56e
E25PADP02P;codeRegion;5907;core;c59core07n
E25PADP02P;exMillesime;5556;mill;e55mill56e
E25PADP02P;imNumImput;7860;inim;i78inim60t
E25PADP02P;lfCode;6320;lfco;l63lfco20e
E25PADP02P;mgCodeMGestion;9323;mcmg;m93mcmg23n
E25PADP02P;neCodeNatureEco;9526;cnec;n95cnec26o
E25PADP02P;neCodeNatureEco2003;7323;cne2;n73cne2233
E25PADP02P;numSemestre;6080;nuse;n60nuse80e
E25PADP02P;orCode;6839;code;o68code39e
E25PADP02P;paAE;8359;aeae;p83aeae59e
E25PADP02P;paAeBlocage;8289;aebl;p82aebl89e
E25PADP02P;paAeCaisseAvCredit;9103;acac;p91acac03t
E25PADP02P;paAeCaisseAvDebit;6945;acad;p69acad45t
E25PADP02P;paAeCaisseAvReserve;5691;acar;p56acar91e
E25PADP02P;paAeConstate;6021;aeco;p60aeco21e
E25PADP02P;paAeReserve;6903;aere;p69aere03e
E25PADP02P;paAeRetrait;8120;aere;p81aere20t
E25PADP02P;paAeVirementCredit;9140;avcr;p91avcr40t
E25PADP02P;paAeVirementDebit;9350;avde;p93avde50t
E25PADP02P;paAeVirementReserve;6419;avre;p64avre19e
E25PADP02P;paAout;6081;aout;p60aout81t
E25PADP02P;paAoutExec;6505;aoex;p65aoex05c
E25PADP02P;paAutDep;9930;aude;p99aude30p
E25PADP02P;paAvril;9956;avri;p99avri56l
E25PADP02P;paAvrilExec;9288;avex;p92avex88c
E25PADP02P;paCleLogique;5904;cllo;p59cllo04e
E25PADP02P;paCodePara;7799;copa;p77copa99a
E25PADP02P;paCP;9439;cpcp;p94cpcp39p
E25PADP02P;paCpBlocage;8873;cpbl;p88cpbl73e
E25PADP02P;paCpCaisseAvCredit;6126;ccac;p61ccac26t
E25PADP02P;paCpCaisseAvDebit;7376;ccad;p73ccad76t
E25PADP02P;paCpCaisseAvReserve;7053;ccar;p70ccar53e
E25PADP02P;paCpConstate;7817;cpco;p78cpco17e
E25PADP02P;paCpOrdonnancement;7739;cpor;p77cpor39t
E25PADP02P;paCpPaiement;9204;cppa;p92cppa04t
E25PADP02P;paCpPriseEnCharge;8363;cpec;p83cpec63e
E25PADP02P;paCpReport;7296;cpre;p72cpre96t
E25PADP02P;paCpReserve;8608;cpre;p86cpre08e
E25PADP02P;paCpVirementCredit;6446;cvcr;p64cvcr46t
E25PADP02P;paCpVirementDebit;5426;cvde;p54cvde26t
E25PADP02P;paCpVirementReserve;7599;cvre;p75cvre99e
E25PADP02P;paDateMaj;9161;dama;p91dama61j
E25PADP02P;paDecembre;6845;dece;p68dece45e
E25PADP02P;paDecembreExec;6706;deex;p67deex06c
E25PADP02P;paDelegUnq;5844;deun;p58deun44q
E25PADP02P;paDelPonctuelle;6870;depo;p68depo70e
E25PADP02P;paEtat;7915;etat;p79etat15t
E25PADP02P;paExecutionId;7889;exid;p78exid89d
E25PADP02P;paFevrier;5972;fevr;p59fevr72r
E25PADP02P;paFevrierExec;5632;feex;p56feex32c
E25PADP02P;paGestionnaire;6448;gest;p64gest48e
E25PADP02P;paIndicateur;5455;indi;p54indi55r
E25PADP02P;paJanvier;9934;janv;p99janv34r
E25PADP02P;paJanvierExec;5814;jaex;p58jaex14c
E25PADP02P;paJuillet;8709;juil;p87juil09t
E25PADP02P;paJuilletExec;6382;juex;p63juex82c
E25PADP02P;paJuin;8050;juin;p80juin50n
E25PADP02P;paJuinExec;9763;juex;p97juex63c
E25PADP02P;paLibelleAnglais;5338;lian;p53lian38s
E25PADP02P;paLibelleFrancais;6422;lifr;p64lifr22s
E25PADP02P;paLocalite;9466;loca;p94loca66e
E25PADP02P;paMai;8357;maim;p83maim57i
E25PADP02P;paMaiExec;6475;maex;p64maex75c
E25PADP02P;paMarche;9831;marc;p98marc31e
E25PADP02P;paMars;5389;mars;p53mars89s
E25PADP02P;paMarsExec;8742;maex;p87maex42c
E25PADP02P;paNovembre;8945;nove;p89nove45e
E25PADP02P;paNovembreExec;5132;noex;p51noex32c
E25PADP02P;paNumeroOrdre;8905;nuor;p89nuor05e
E25PADP02P;paOctobre;7967;octo;p79octo67e
E25PADP02P;paOctobreExec;9420;ocex;p94ocex20c
E25PADP02P;paPrioritaire;5188;prio;p51prio88e
E25PADP02P;paQuota;7829;quot;p78quot29a
E25PADP02P;paQuotaActive;9676;quac;p96quac76e
E25PADP02P;paResultat;5747;resu;p57resu47t
E25PADP02P;paSeptembre;9642;sept;p96sept42e
E25PADP02P;paSeptembreExec;8827;seex;p88seex27c
E25PADP02P;paSourceVerification;5552;sove;p55sove52n
E25PADP02P;paStatut;6352;stat;p63stat52t
E25PADP02P;paUserMaj;9548;usma;p95usma48j
E25PADP02P;paVersion;8082;vers;p80vers82n
E25PADP02P;pcCodePComptable;8998;cpco;p89cpco98e
E25PADP02P;pdCodePosteDepense;5123;pcpd;p51pcpd23e
E25PADP02P;pgCodeLRFE;6748;colr;p67colr48e
E25PADP02P;pgCodeProgramme;9698;copr;p96copr98e
E25PADP02P;phCodePhase;5571;pcph;p55pcph71e
E25PADP02P;pjCodeProjet;5450;pcpr;p54pcpr50t
E25PADP02P;sfBudgetisationCode;8115;sbco;s81sbco15e
E25PADP02P;sfBudgetisationNum;7554;sbnu;s75sbnu54m
E25PADP02P;sfCodeSrcFin;6885;scsf;s68scsf85n
E25PADP02P;siInvestissement;6709;siin;s67siin09t
E25PADP02P;taCodeTache;9641;tcta;t96tcta41e
E25PADP02P;taId;8528;taid;t85taid28d
E25PADP02P;upCodeUnitPhys;9592;ucup;u95ucup92s
E25VIQU25A;auteur;8002;aute;a80aute02r
E25VIQU25A;chCode;6131;code;c61code31e
E25VIQU25A;dateLevee;9437;dale;d94dale37e
E25VIQU25A;dateMaj;7247;dama;d72dama47j
E25VIQU25A;exMillesime;9507;mill;e95mill07e
E25VIQU25A;motif;8671;moti;m86moti71f
E25VIQU25A;quotaVirementId;7878;qvid;q78qvid78d
E25VIQU25A;userMaj;8029;usma;u80usma29j
E25VIQU25A;virementProjetID;7589;vpid;v75vpid89d
E26OBRE76V;dateMaj;8449;dama;d84dama49j
E26OBRE76V;ligneId;6466;liid;l64liid66d
E26OBRE76V;montant;7483;mont;m74mont83t
E26OBRE76V;ordonnanceId;8734;orid;o87orid34d
E26OBRE76V;paExecutionDst;8603;exds;p86exds03t
E26OBRE76V;paExecutionSrc;9956;exsr;p99exsr56c
E26OBRE76V;userMaj;7249;usma;u72usma49j
E27ADAJ99L;assignationId;7077;asid;a70asid77d
E27ADAJ99L;dateMaj;9592;dama;d95dama92j
E27ADAJ99L;motif;5054;moti;m50moti54f
E27ADAJ99L;numSemestre;5212;nuse;n52nuse12e
E27ADAJ99L;numSemestreNew;5065;nsne;n50nsne65w
E27ADAJ99L;paExecutionId;8982;exid;p89exid82d
E27ADAJ99L;pcCode;5082;code;p50code82e
E27ADAJ99L;pcCodeNew;8638;cone;p86cone38w
E27ADAJ99L;userMaj;6720;usma;u67usma20j
E27BOAL43A;code;6373;code;c63code73e
E27BOAL43A;valeur;8314;vale;v83vale14r
E27CLOT40E;arretEngagBF;5032;aebf;a50aebf32f
E27CLOT40E;arretEngagBIP;8653;aebi;a86aebi53p
E27CLOT40E;arretOrdoBF;8286;aobf;a82aobf86f
E27CLOT40E;arretOrdoBIP;5181;aobi;a51aobi81p
E27CLOT40E;exMillesime;9443;mill;e94mill43e
E27CLOT40E;msgEngagBF;8190;mebf;m81mebf90f
E27CLOT40E;msgEngagBIP;7209;mebi;m72mebi09p
E27CLOT40E;msgOrdoBF;6693;mobf;m66mobf93f
E27CLOT40E;msgOrdoBIP;8929;mobi;m89mobi29p
E27CLOT40E;xxArretEngagBF;8628;xaeb;x86xaeb28f
E27CLOT40E;xxArretEngagBIP;9016;xaeb;x90xaeb16p
E27CLOT40E;xxArretOrdoBF;8487;xaob;x84xaob87f
E27CLOT40E;xxArretOrdoBIP;5370;xaob;x53xaob70p
E27CMAN32E;caisseAvMandatApurementNatureId;9422;cama;c94cama22d
E27CMAN32E;libelleFR;9078;lifr;l90lifr78r
E27CMAN32E;libelleUS;9481;lius;l94lius81s
E27CPTD79T;courrierParcoursId;8273;cpid;c82cpid73d
E27CPTD79T;courrierPosteDebutId;6874;cpdi;c68cpdi74d
E27CPTD79T;courrierPosteTraitementId;5396;cpti;c53cpti96d
E27CPTD79T;courrierTypeDossierId;8872;ctdi;c88ctdi72d
E27CPTD79T;dateMaj;6199;dama;d61dama99j
E27CPTD79T;libelleUs;6325;lius;l63lius25s
E27CPTD79T;libellFr;5298;lifr;l52lifr98r
E27CPTD79T;userMaj;6552;usma;u65usma52j
E27DATM61N;actif;9233;acti;a92acti33f
E27DATM61N;arCode;9264;code;a92code64e
E27DATM61N;chCode;6358;code;c63code58e
E27DATM61N;dateMaj;5508;dama;d55dama08j
E27DATM61N;exMillesime;6095;mill;e60mill95e
E27DATM61N;ligneId;9692;liid;l96liid92d
E27DATM61N;neCode;5821;code;n58code21e
E27DATM61N;userMaj;7174;usma;u71usma74j
E27DATY66E;abbreviation;7309;abbr;a73abbr09n
E27DATY66E;acteurID;6938;acid;a69acid38d
E27DATY66E;dateMaj;9234;dama;d92dama34j
E27DATY66E;libelle;7641;libe;l76libe41e
E27DATY66E;typeID;6062;tyid;t60tyid62d
E27DATY66E;userMaj;6866;usma;u68usma66j
E28BAPA62S;acCode;8248;acco;a82acco48e
E28BAPA62S;arCode;6321;code;a63code21e
E28BAPA62S;chCode;6262;code;c62code62e
E28BAPA62S;dateMaj;8318;dama;d83dama18j
E28BAPA62S;exMillesime;7683;mill;e76mill83e
E28BAPA62S;neCode;8331;code;n83code31e
E28BAPA62S;paExecutionId;8175;exid;p81exid75d
E28BAPA62S;pgCode;6089;code;p60code89e
E28BAPA62S;userMaj;8712;usma;u87usma12j
E28CPOP38N;dateMaj;5595;dama;d55dama95j
E28CPOP38N;libelleFr;8918;lifr;l89lifr18r
E28CPOP38N;libelleUs;9758;lius;l97lius58s
E28CPOP38N;numOrdre;9344;nuor;n93nuor44e
E28CPOP38N;operationId;6885;opid;o68opid85d
E28CPOP38N;userMaj;7522;usma;u75usma22j
E28IMGE64E;dateMaj;9594;dama;d95dama94j
E28IMGE64E;immoFonctionId;9244;ifid;i92ifid44d
E28IMGE64E;immoGenreId;9313;igid;i93igid13d
E28IMGE64E;libelleFr;6525;lifr;l65lifr25r
E28IMGE64E;libelleUs;5185;lius;l51lius85s
E28IMGE64E;userMaj;8242;usma;u82usma42j
E28OPNO67E;contenu;5301;cont;c53cont01u
E28OPNO67E;dateMaj;6890;dama;d68dama90j
E28OPNO67E;exMillesime;7634;mill;e76mill34e
E28OPNO67E;noteFr;7698;nofr;n76nofr98r
E28OPNO67E;noteId;5401;noid;n54noid01d
E28OPNO67E;noteUs;5125;nous;n51nous25s
E28OPNO67E;numNote;6098;nuno;n60nuno98e
E28OPNO67E;numOrdre;9155;nuor;n91nuor55e
E28OPNO67E;numTechnique;7291;nute;n72nute91e
E28OPNO67E;objet;5744;obje;o57obje44t
E28OPNO67E;reference;5514;refe;r55refe14e
E28OPNO67E;serviceFr1;9262;sf1s;s92sf1s621
E28OPNO67E;serviceFr2;9274;sf2s;s92sf2s742
E28OPNO67E;serviceFr3;6109;sf3s;s61sf3s093
E28OPNO67E;serviceUs1;7287;su1s;s72su1s871
E28OPNO67E;serviceUs2;8584;su2s;s85su2s842
E28OPNO67E;serviceUs3;7817;su3s;s78su3s173
E28OPNO67E;signataire;8458;sign;s84sign58e
E28OPNO67E;userMaj;5792;usma;u57usma92j
E29CAPV44N;caisseAvProcesVerbalId;6560;capv;c65capv60d
E29CAPV44N;caisseAvProcesVerbalImputationId;7405;capv;c74capv05d
E29CAPV44N;imputation;9704;impu;i97impu04n
E29CMAR41N;caisseAvMandatId;5797;cami;c57cami97d
E29CMAR41N;chCode;7440;code;c74code40e
E29CMAR41N;dateAutorisation;9043;daau;d90daau43n
E29CMAR41N;exMillesime;6079;mill;e60mill79e
E29CMAR41N;id;6701;idid;i67idid01d
E29CMAR41N;nbreAutorisation;9386;nbau;n93nbau86n
E29CMAR41N;numeroMandat;6369;numa;n63numa69t
E29CMAR41N;userAutorisation;5203;usau;u52usau03n
E29IDMI24O;Col1_VIDE1;9059;c1v1;c90c1v1591
E29IDMI24O;Col10_ENC_ORIGINE;8157;c1eo;c81c1eo57e
E29IDMI24O;Col11_ENC_IMPUTT;6392;c1ei;c63c1ei92t
E29IDMI24O;Col12_ENC_PIECE;5043;c1ep;c50c1ep43e
E29IDMI24O;Col13_ENC_MARCHE;7794;c1em;c77c1em94e
E29IDMI24O;Col14_ENC_EMI;5256;c1ee;c52c1ee56i
E29IDMI24O;Col15_ENC_REGLE;8314;c1er;c83c1er14e
E29IDMI24O;Col16_ENC_MDR;9567;c1em;c95c1em67r
E29IDMI24O;Col17_ENC_MDR_COMPTE;7214;c1em;c72c1em14e
E29IDMI24O;Col18_ENC_MDR_IMPUT;9366;c1em;c93c1em66t
E29IDMI24O;Col19_ENC_MDR_LIBELLE;8942;c1em;c89c1em42e
E29IDMI24O;Col2_ENC_CLASSIF;5059;c2ec;c50c2ec59f
E29IDMI24O;Col20_ENC_DATE;9123;c2ed;c91c2ed23e
E29IDMI24O;Col21_ENC_DATE_LIQ;8393;c2ed;c83c2ed93q
E29IDMI24O;Col22_ENC_FOURNIS;9331;c2ef;c93c2ef31s
E29IDMI24O;Col23_VIDE3;7774;c2v3;c77c2v3743
E29IDMI24O;Col24_ENC_LIBELLE1;5835;c2el;c58c2el351
E29IDMI24O;Col25_ENC_LIBELLE2;5228;c2el;c52c2el282
E29IDMI24O;Col26_ENC_BP;9056;c2eb;c90c2eb56p
E29IDMI24O;Col27_ENC_LIBELLE3;5859;c2el;c58c2el593
E29IDMI24O;Col28_ENC_DATE_FRN;6373;c2ed;c63c2ed73n
E29IDMI24O;Col29_ENC_NBREGL;9291;c2en;c92c2en91l
E29IDMI24O;Col3_ENC_CLE;9011;c3ec;c90c3ec11e
E29IDMI24O;Col30_ENC_PREC_NOMBRE;9756;c3ep;c97c3ep56e
E29IDMI24O;Col31_ENC_PREC_MONTANT;7678;c3ep;c76c3ep78t
E29IDMI24O;Col32_ENC_CODMIN;8898;c3ec;c88c3ec98n
E29IDMI24O;Col33_VIDE4;8912;c3v4;c89c3v4124
E29IDMI24O;Col34_ENC_FACTURE;8698;c3ef;c86c3ef98e
E29IDMI24O;Col35_ENC_LIGNE_ENG;5460;c3el;c54c3el60g
E29IDMI24O;Col36_ENC_USER_ENG;7971;c3eu;c79c3eu71g
E29IDMI24O;Col37_ENC_LIGNE_LIQ;5547;c3el;c55c3el47q
E29IDMI24O;Col38_ENC_USER_LIQ;9370;c3eu;c93c3eu70q
E29IDMI24O;Col39_ENC_MONT_TAXE;6228;c3em;c62c3em28e
E29IDMI24O;Col4_VIDE2;7275;c4v2;c72c4v2752
E29IDMI24O;Col40_ENC_NB_REGL;9154;c4en;c91c4en54l
E29IDMI24O;Col41_ENC_MTTAXE_ENG;8070;c4em;c80c4em70g
E29IDMI24O;Col5_ENC_PC;6685;c5ep;c66c5ep85c
E29IDMI24O;Col6_ENC_EMETTEUR;8382;c6ee;c83c6ee82r
E29IDMI24O;Col7_ENC_ETAB;7870;c7ee;c78c7ee70b
E29IDMI24O;Col8_ENC_VISA;5027;c8ev;c50c8ev27a
E29IDMI24O;Col9_ENC_IMPUTB;6996;c9ei;c69c9ei96b
E29IDMI24O;ligne;7840;lign;l78lign40e
E29ITOP00N;dateMaj;9343;dama;d93dama43j
E29ITOP00N;immoTypeOperationId;5839;itoi;i58itoi39d
E29ITOP00N;libelleFr;6970;lifr;l69lifr70r
E29ITOP00N;libelleUs;8371;lius;l83lius71s
E29ITOP00N;userMaj;9162;usma;u91usma62j
E29QUCH46E;activerTrimestre;5056;actr;a50actr56e
E29QUCH46E;chCode;5686;code;c56code86e
E29QUCH46E;dateMaj;7593;dama;d75dama93j
E29QUCH46E;dateSignature;8732;dasi;d87dasi32e
E29QUCH46E;exMillesime;6044;mill;e60mill44e
E29QUCH46E;numeroActe;7051;nuac;n70nuac51e
E29QUCH46E;quotaActifAD;9310;qaad;q93qaad10d
E29QUCH46E;quotaActifBIP;6960;qabi;q69qabi60p
E29QUCH46E;quotaActifBS;8913;qabs;q89qabs13s
E29QUCH46E;quotaActifBSTitre4;6172;qabt;q61qabt724
E29QUCH46E;quotaChapitreId;8326;qcid;q83qcid26d
E29QUCH46E;signataire;9212;sign;s92sign12e
E29QUCH46E;trimestreId;8724;trid;t87trid24d
E29QUCH46E;userMaj;8463;usma;u84usma63j
E29QUCH46E;volumeAD;7975;voad;v79voad75d
E29QUCH46E;volumeBIP;6444;vobi;v64vobi44p
E29QUCH46E;volumeBS;6909;vobs;v69vobs09s
E29QUCH46E;volumeBSTitre4;5391;vbt4;v53vbt4914
E29VIPR87T;arreteDate;8129;arda;a81arda29e
E29VIPR87T;arreteDateSignature;7706;adsi;a77adsi06e
E29VIPR87T;arreteNumero;8883;arnu;a88arnu83o
E29VIPR87T;arreteObjet;5337;arob;a53arob37t
